"plant_species","plant_species_code","animal_species","animal_species_code","frequency"
"Freziera_uncinata","P15","Anisognathus_igniventris","B03",0
"Freziera_uncinata","P15","Aulacorhynchus_coeruleicinctis","B04",0
"Freziera_uncinata","P15","Buthraupis_montana","B05",5
"Freziera_uncinata","P15","Cacicus_chrysonotus","B06",0
"Freziera_uncinata","P15","Chlorornis_riefferii","B07",0
"Freziera_uncinata","P15","Diglossa_brunneiventris","B08",0
"Freziera_uncinata","P15","Diglossa_cyanea","B09",0
"Freziera_uncinata","P15","Diglossa_mystacalis","B10",0
"Freziera_uncinata","P15","Diglossa_sittoides","B11",0
"Freziera_uncinata","P15","Elaenia_albiceps","B12",0
"Freziera_uncinata","P15","Elaenia_pallatangae","B13",0
"Freziera_uncinata","P15","Iridosornis_jelskii","B14",0
"Freziera_uncinata","P15","Mionectes_striaticollis","B15",0
"Freziera_uncinata","P15","Patagioenas_fasciata","B16",0
"Freziera_uncinata","P15","Penelope_montagnii","B17",0
"Freziera_uncinata","P15","Pipreola_arcuata","B18",0
"Freziera_uncinata","P15","Pipreola_intermedia","B19",0
"Freziera_uncinata","P15","Tangara_nigroviridis","B20",0
"Freziera_uncinata","P15","Tangara_vassorii","B21",4
"Freziera_uncinata","P15","Thraupis_bonariensis","B22",0
"Freziera_uncinata","P15","Thraupis_cyanocephala","B23",0
"Freziera_uncinata","P15","Trogon_personatus","B24",0
"Freziera_uncinata","P15","Turdus_fuscater","B25",0
"Freziera_uncinata","P15","Turdus_serranus","B26",0
"Gaultheria_bracteata","P16","Ampelion_rubrocristatus","B01",0
"Gaultheria_bracteata","P16","Andigena_hypoglauca","B02",0
"Gaultheria_bracteata","P16","Anisognathus_igniventris","B03",4
"Gaultheria_bracteata","P16","Aulacorhynchus_coeruleicinctis","B04",0
"Gaultheria_bracteata","P16","Buthraupis_montana","B05",1
"Gaultheria_bracteata","P16","Cacicus_chrysonotus","B06",0
"Gaultheria_bracteata","P16","Chlorornis_riefferii","B07",1
"Gaultheria_bracteata","P16","Diglossa_brunneiventris","B08",0
"Gaultheria_bracteata","P16","Diglossa_cyanea","B09",4
"Gaultheria_bracteata","P16","Diglossa_mystacalis","B10",0
"Gaultheria_bracteata","P16","Diglossa_sittoides","B11",0
"Gaultheria_bracteata","P16","Elaenia_albiceps","B12",0
"Gaultheria_bracteata","P16","Elaenia_pallatangae","B13",0
"Gaultheria_bracteata","P16","Iridosornis_jelskii","B14",7
"Gaultheria_bracteata","P16","Mionectes_striaticollis","B15",0
"Gaultheria_bracteata","P16","Patagioenas_fasciata","B16",0
"Gaultheria_bracteata","P16","Penelope_montagnii","B17",0
"Gaultheria_bracteata","P16","Pipreola_arcuata","B18",0
"Gaultheria_bracteata","P16","Pipreola_intermedia","B19",0
"Gaultheria_bracteata","P16","Tangara_nigroviridis","B20",0
"Gaultheria_bracteata","P16","Tangara_vassorii","B21",0
"Gaultheria_bracteata","P16","Thraupis_bonariensis","B22",0
"Gaultheria_bracteata","P16","Thraupis_cyanocephala","B23",3
"Gaultheria_bracteata","P16","Trogon_personatus","B24",0
"Gaultheria_bracteata","P16","Turdus_fuscater","B25",0
"Gaultheria_bracteata","P16","Turdus_serranus","B26",0
"Gaultheria_buxifolia","P17","Ampelion_rubrocristatus","B01",0
"Gaultheria_buxifolia","P17","Andigena_hypoglauca","B02",0
"Gaultheria_buxifolia","P17","Anisognathus_igniventris","B03",4
"Gaultheria_buxifolia","P17","Aulacorhynchus_coeruleicinctis","B04",0
"Gaultheria_buxifolia","P17","Buthraupis_montana","B05",4
"Gaultheria_buxifolia","P17","Cacicus_chrysonotus","B06",0
"Gaultheria_buxifolia","P17","Chlorornis_riefferii","B07",5
"Gaultheria_buxifolia","P17","Diglossa_brunneiventris","B08",0
"Gaultheria_buxifolia","P17","Diglossa_cyanea","B09",0
"Gaultheria_buxifolia","P17","Diglossa_mystacalis","B10",0
"Gaultheria_buxifolia","P17","Diglossa_sittoides","B11",0
